"","x"
"709","ENSP00000357022"
"710","ENSP00000357036"
"711","ENSP00000357055"
"712","ENSP00000357087"
"713","ENSP00000357206"
"714","ENSP00000357320"
"715","ENSP00000357323"
"716","ENSP00000357336"
"717","ENSP00000357345"
"718","ENSP00000357429"
"719","ENSP00000357459"
"720","ENSP00000357516"
"721","ENSP00000357633"
"722","ENSP00000357643"
"723","ENSP00000357668"
"724","ENSP00000357688"
"725","ENSP00000357750"
"726","ENSP00000357787"
"727","ENSP00000357801"
"728","ENSP00000357869"
"729","ENSP00000357879"
"730","ENSP00000357901"
"731","ENSP00000357917"
"732","ENSP00000357998"
"733","ENSP00000358019"
"734","ENSP00000358022"
"735","ENSP00000358045"
"736","ENSP00000358072"
"737","ENSP00000358183"
"738","ENSP00000358211"
"739","ENSP00000358548"
"740","ENSP00000358563"
"741","ENSP00000358582"
"742","ENSP00000358727"
"743","ENSP00000358742"
"744","ENSP00000358867"
"745","ENSP00000358886"
"746","ENSP00000359042"
"747","ENSP00000359077"
"748","ENSP00000359160"
"749","ENSP00000359240"
"750","ENSP00000359295"
"751","ENSP00000359353"
"752","ENSP00000359370"
"753","ENSP00000359385"
"754","ENSP00000359483"
"755","ENSP00000359490"
"756","ENSP00000359504"
"757","ENSP00000359600"
"758","ENSP00000359787"
"759","ENSP00000359892"
"760","ENSP00000359939"
"761","ENSP00000359956"
"762","ENSP00000359958"
"763","ENSP00000360133"
"764","ENSP00000360141"
"765","ENSP00000360250"
"766","ENSP00000360493"
"767","ENSP00000360525"
"768","ENSP00000360540"
"769","ENSP00000360687"
"770","ENSP00000360793"
"771","ENSP00000360891"
"772","ENSP00000360966"
"773","ENSP00000360994"
"774","ENSP00000361014"
"775","ENSP00000361021"
"776","ENSP00000361084"
"777","ENSP00000361087"
"778","ENSP00000361110"
"779","ENSP00000361112"
"780","ENSP00000361170"
"781","ENSP00000361275"
"782","ENSP00000361522"
"783","ENSP00000361540"
"784","ENSP00000361557"
"785","ENSP00000361608"
"786","ENSP00000361626"
"787","ENSP00000361857"
"788","ENSP00000361895"
"789","ENSP00000361929"
"790","ENSP00000361949"
"791","ENSP00000361965"
"792","ENSP00000361995"
"793","ENSP00000362146"
"794","ENSP00000362153"
"795","ENSP00000362179"
"796","ENSP00000362206"
"797","ENSP00000362208"
"798","ENSP00000362244"
"799","ENSP00000362285"
"800","ENSP00000362334"
"801","ENSP00000362354"
"802","ENSP00000362524"
"803","ENSP00000362574"
"804","ENSP00000362638"
"805","ENSP00000362649"
"806","ENSP00000362680"
"807","ENSP00000362682"
"808","ENSP00000362688"
"809","ENSP00000362711"
"810","ENSP00000362768"
"811","ENSP00000362824"
"812","ENSP00000362900"
"813","ENSP00000362936"
"814","ENSP00000362994"
"815","ENSP00000363018"
"816","ENSP00000363046"
"817","ENSP00000363257"
"818","ENSP00000363591"
"819","ENSP00000363616"
"820","ENSP00000363668"
"821","ENSP00000363676"
"822","ENSP00000363746"
"823","ENSP00000363770"
"824","ENSP00000363993"
"825","ENSP00000364119"
"826","ENSP00000364502"
"827","ENSP00000364578"
"828","ENSP00000364591"
"829","ENSP00000364620"
"830","ENSP00000364886"
