"","x"
"899","ENSP00000370555"
"900","ENSP00000370593"
"901","ENSP00000370737"
"902","ENSP00000370767"
"903","ENSP00000370781"
"904","ENSP00000370896"
"905","ENSP00000370962"
"906","ENSP00000371234"
"907","ENSP00000371272"
"908","ENSP00000371348"
"909","ENSP00000371512"
"910","ENSP00000371554"
"911","ENSP00000371634"
"912","ENSP00000371686"
"913","ENSP00000371689"
"914","ENSP00000371770"
"915","ENSP00000371785"
"916","ENSP00000371790"
"917","ENSP00000372056"
"918","ENSP00000372067"
"919","ENSP00000372390"
"920","ENSP00000373272"
"921","ENSP00000373325"
"922","ENSP00000373433"
"923","ENSP00000373477"
"924","ENSP00000373570"
"925","ENSP00000373572"
"926","ENSP00000373647"
"927","ENSP00000373808"
"928","ENSP00000373860"
"929","ENSP00000373937"
"930","ENSP00000373964"
"931","ENSP00000374135"
"932","ENSP00000374218"
"933","ENSP00000374234"
"934","ENSP00000374265"
"935","ENSP00000374328"
"936","ENSP00000374424"
"937","ENSP00000375683"
"938","ENSP00000375810"
"939","ENSP00000375829"
"940","ENSP00000375909"
"941","ENSP00000376048"
"942","ENSP00000376184"
"943","ENSP00000376293"
"944","ENSP00000376432"
"945","ENSP00000376708"
"946","ENSP00000376776"
"947","ENSP00000376807"
"948","ENSP00000376855"
"949","ENSP00000377003"
"950","ENSP00000377086"
"951","ENSP00000377265"
"952","ENSP00000377370"
"953","ENSP00000377446"
"954","ENSP00000377494"
"955","ENSP00000377532"
"956","ENSP00000377836"
"957","ENSP00000378053"
"958","ENSP00000378072"
"959","ENSP00000378199"
"960","ENSP00000378288"
"961","ENSP00000378340"
"962","ENSP00000378359"
"963","ENSP00000378367"
"964","ENSP00000378408"
"965","ENSP00000378757"
"966","ENSP00000378782"
"967","ENSP00000378803"
"968","ENSP00000378920"
"969","ENSP00000379098"
"970","ENSP00000379138"
"971","ENSP00000379183"
"972","ENSP00000379204"
"973","ENSP00000379210"
"974","ENSP00000379228"
"975","ENSP00000379241"
"976","ENSP00000379290"
"977","ENSP00000379326"
"978","ENSP00000379383"
"979","ENSP00000379401"
"980","ENSP00000379438"
"981","ENSP00000379619"
"982","ENSP00000379822"
"983","ENSP00000379823"
"984","ENSP00000379826"
"985","ENSP00000379845"
"986","ENSP00000379862"
"987","ENSP00000379866"
"988","ENSP00000379895"
"989","ENSP00000379904"
"990","ENSP00000380310"
"991","ENSP00000380365"
"992","ENSP00000380442"
"993","ENSP00000380450"
"994","ENSP00000380524"
"995","ENSP00000380666"
"996","ENSP00000380675"
"997","ENSP00000381101"
"998","ENSP00000381412"
"999","ENSP00000381535"
"1000","ENSP00000381588"
"1001","ENSP00000381654"
"1002","ENSP00000381895"
"1003","ENSP00000382090"
"1004","ENSP00000382334"
"1005","ENSP00000382356"
"1006","ENSP00000382783"
"1007","ENSP00000382794"
"1008","ENSP00000383234"
"1009","ENSP00000383256"
"1010","ENSP00000383392"
"1011","ENSP00000383421"
"1012","ENSP00000383558"
"1013","ENSP00000384193"
"1014","ENSP00000384197"
"1015","ENSP00000384264"
"1016","ENSP00000384296"
"1017","ENSP00000384330"
"1018","ENSP00000384367"
"1019","ENSP00000384638"
"1020","ENSP00000384670"
"1021","ENSP00000384719"
"1022","ENSP00000384770"
"1023","ENSP00000384917"
"1024","ENSP00000384957"
"1025","ENSP00000385142"
"1026","ENSP00000385143"
"1027","ENSP00000385592"
"1028","ENSP00000385780"
"1029","ENSP00000385957"
"1030","ENSP00000386126"
"1031","ENSP00000386162"
"1032","ENSP00000386213"
"1033","ENSP00000386284"
"1034","ENSP00000386346"
"1035","ENSP00000386499"
"1036","ENSP00000386770"
"1037","ENSP00000386796"
"1038","ENSP00000386845"
"1039","ENSP00000387077"
"1040","ENSP00000387303"
"1041","ENSP00000387310"
"1042","ENSP00000387498"
"1043","ENSP00000387641"
"1044","ENSP00000387888"
"1045","ENSP00000388094"
"1046","ENSP00000388631"
"1047","ENSP00000388823"
"1048","ENSP00000389140"
"1049","ENSP00000389252"
"1050","ENSP00000389255"
"1051","ENSP00000389715"
"1052","ENSP00000389843"
"1053","ENSP00000390084"
"1054","ENSP00000390204"
"1055","ENSP00000390407"
"1056","ENSP00000390564"
"1057","ENSP00000390590"
"1058","ENSP00000390778"
"1059","ENSP00000391397"
"1060","ENSP00000391490"
"1061","ENSP00000392411"
"1062","ENSP00000395220"
"1063","ENSP00000395708"
"1064","ENSP00000396615"
"1065","ENSP00000396622"
"1066","ENSP00000397026"
"1067","ENSP00000397261"
"1068","ENSP00000397598"
"1069","ENSP00000397655"
